Activo;Modelo;Categoria;Precio IVA;ID Impuesto;Coste;Referencia;Ref proveedor;Proveedor;Marca;EAN13;Cantidad;Descripcion;Etiquetas;Meta-titulo;Meta-keywords;Meta-descripcion;Url imagen;Caracteristicas
1;A158WEA-1EF;6_5_4;34.9992;1;14.25;A158WEA-1EF;A158WEA-1EF;Casio;4971850944386;0;Reloj Casio Collection Retro digital;reloj_casio_collection;A158WEA-1EF;reloj_casio_collection;Reloj Casio Collection Retro digital;https://www.mgvwatch.com/upload/A158WEA-1EF.jpg;Iluminación de la pantalla:Una luz incorporada ilumina la esfera del reloj desde un lado.:1:0_Cronómetro - 1/100 seg. - 1 hora:El tiempo transcurrido, los tiempos parciales y el tiempo final se miden con una precisión de centésimas de segundo. El reloj tiene capacidad para cronometrar hasta una hora.:1:0_Alarma diaria::1:0_Calendario automático:Una vez ajustado, el calendario automático muestra siempre la fecha correcta.:1:0_Indicación de hora normal de 12/24 horas:Las horas se visualizan ya sea en el formato de 12 o 24 horas.:1:0_Acryl Glass::1:0_Caja de resina::1:0_Correa de acero inoxidable::1:0_Cierre ajustable::1:0_7 años - 1 pila:La pila proporciona al reloj la energía necesaria durante aprox. 7 años:1:0_Clasificación de resistencia al agua (WR) según ISO 22810:Este modelo es resistente al agua según DIN 8310 o ISO 22810 y soporta pequeñas salpicaduras de agua. Deberá evitarse cualquier mayor contacto con el agua.:1:0_Precisión:radio-controlled segundos por mes:1:0_Tipo de pila:CTL920:1:0_Dimensiones:aprox. 46,8mm x 40,2mm x 10,4mm (A x A x P):1:0_Peso:aprox. 128 g:1:0
1;A158WEA-9EF;6_5_4;34.9992;1;14.25;A158WEA-9EF;A158WEA-9EF;Casio;4971850944409;0;Reloj Casio Collection Retro digital;reloj_casio_collection;A158WEA-9EF;reloj_casio_collection;Reloj Casio Collection Retro digital;https://www.mgvwatch.com/upload/A158WEA-9EF.jpg;Iluminación de la pantalla:Una luz incorporada ilumina la esfera del reloj desde un lado.:1:0_Cronómetro - 1/100 seg. - 1 hora:El tiempo transcurrido, los tiempos parciales y el tiempo final se miden con una precisión de centésimas de segundo. El reloj tiene capacidad para cronometrar hasta una hora.:1:0_Alarma diaria::1:0_Calendario automático:Una vez ajustado, el calendario automático muestra siempre la fecha correcta.:1:0_Indicación de hora normal de 12/24 horas:Las horas se visualizan ya sea en el formato de 12 o 24 horas.:1:0_Acryl Glass::1:0_Caja de resina::1:0_Correa de acero inoxidable::1:0_Cierre ajustable::1:0_7 años - 1 pila:La pila proporciona al reloj la energía necesaria durante aprox. 7 años:1:0_Clasificación de resistencia al agua (WR) según ISO 22810:Este modelo es resistente al agua según DIN 8310 o ISO 22810 y soporta pequeñas salpicaduras de agua. Deberá evitarse cualquier mayor contacto con el agua.:1:0_Precisión:radio-controlled segundos por mes:1:0_Tipo de pila:CTL920:1:0_Dimensiones:aprox. 46,8mm x 40,2mm x 10,4mm (A x A x P):1:0_Peso:aprox. 128 g:1:0
1;A158WEAD-1EF;6_5_4;54;1;25.87;A158WEAD-1EF;A158WEAD-1EF;Casio;4549526194672;0;Reloj Casio Collection Retro diamond digital;reloj_casio_collection;A158WEAD-1EF;reloj_casio_collection;Reloj Casio Collection Retro diamond digital;https://www.mgvwatch.com/upload/A158WEAD-1EF.jpg;Iluminación de la pantalla:Una luz incorporada ilumina la esfera del reloj desde un lado.:1:0_Cronómetro - 1/100 seg. - 1 hora:El tiempo transcurrido, los tiempos parciales y el tiempo final se miden con una precisión de centésimas de segundo. El reloj tiene capacidad para cronometrar hasta una hora.:1:0_Alarma diaria::1:0_Calendario automático:Una vez ajustado, el calendario automático muestra siempre la fecha correcta.:1:0_Indicación de hora normal de 12/24 horas:Las horas se visualizan ya sea en el formato de 12 o 24 horas.:1:0_Acryl Glass::1:0_Caja de resina::1:0_Correa de acero inoxidable::1:0_Cierre ajustable::1:0_7 años - 1 pila:La pila proporciona al reloj la energía necesaria durante aprox. 7 años:1:0_Clasificación de resistencia al agua (WR) según ISO 22810:Este modelo es resistente al agua según DIN 8310 o ISO 22810 y soporta pequeñas salpicaduras de agua. Deberá evitarse cualquier mayor contacto con el agua.:1:0_Precisión:radio-controlled segundos por mes:1:0_Tipo de pila:CTL920:1:0_Dimensiones:aprox. 46,8mm x 40,2mm x 10,4mm (A x A x P):1:0_Peso:aprox. 128 g:1:0_Cristal del reloj pulido::1:0
1;A159WGEA-1EF;6_5_4;58.9996;1;24.01;A159WGEA-1EF;A159WGEA-1EF;Casio;4971850946540;0;Reloj Casio Collection Retro digital;reloj_casio_collection;A159WGEA-1EF;reloj_casio_collection;Reloj Casio Collection Retro digital;https://www.mgvwatch.com/upload/A159WGEA-1EF.jpg;Iluminación de la pantalla:Una luz incorporada ilumina la esfera del reloj desde un lado.:1:0_Cronómetro - 1/100 seg. - 1 hora:El tiempo transcurrido, los tiempos parciales y el tiempo final se miden con una precisión de centésimas de segundo. El reloj tiene capacidad para cronometrar hasta una hora.:1:0_Alarma diaria::1:0_Calendario automático:Una vez ajustado, el calendario automático muestra siempre la fecha correcta.:1:0_Indicación de hora normal de 12/24 horas:Las horas se visualizan ya sea en el formato de 12 o 24 horas.:1:0_Acryl Glass::1:0_Caja de resina::1:0_Correa de acero inoxidable::1:0_Cierre ajustable::1:0_7 años - 1 pila:La pila proporciona al reloj la energía necesaria durante aprox. 7 años:1:0_Clasificación de resistencia al agua (WR) según ISO 22810:Este modelo es resistente al agua según DIN 8310 o ISO 22810 y soporta pequeñas salpicaduras de agua. Deberá evitarse cualquier mayor contacto con el agua.:1:0_Precisión:radio-controlled segundos por mes:1:0_Tipo de pila:CTL920:1:0_Dimensiones:aprox. 46,8mm x 40,2mm x 10,4mm (A x A x P):1:0_Peso:aprox. 128 g:1:0
1;A159WGED-1EF;6_5_4;74;1;35.45;A159WGED-1EF;A159WGED-1EF;Casio;4549526194726;0;Reloj Casio Collection Retro diamond digital;reloj_casio_collection;A159WGED-1EF;reloj_casio_collection;Reloj Casio Collection Retro diamond digital;https://www.mgvwatch.com/upload/A159WGED-1EF.jpg;Iluminación de la pantalla:Una luz incorporada ilumina la esfera del reloj desde un lado.:1:0_Cronómetro - 1/100 seg. - 1 hora:El tiempo transcurrido, los tiempos parciales y el tiempo final se miden con una precisión de centésimas de segundo. El reloj tiene capacidad para cronometrar hasta una hora.:1:0_Alarma diaria::1:0_Calendario automático:Una vez ajustado, el calendario automático muestra siempre la fecha correcta.:1:0_Indicación de hora normal de 12/24 horas:Las horas se visualizan ya sea en el formato de 12 o 24 horas.:1:0_Acryl Glass::1:0_Caja de resina::1:0_Correa de acero inoxidable::1:0_Cierre ajustable::1:0_7 años - 1 pila:La pila proporciona al reloj la energía necesaria durante aprox. 7 años:1:0_Clasificación de resistencia al agua (WR) según ISO 22810:Este modelo es resistente al agua según DIN 8310 o ISO 22810 y soporta pequeñas salpicaduras de agua. Deberá evitarse cualquier mayor contacto con el agua.:1:0_Precisión:radio-controlled segundos por mes:1:0_Tipo de pila:CTL920:1:0_Dimensiones:aprox. 46,8mm x 40,2mm x 10,4mm (A x A x P):1:0_Peso:aprox. 128 g:1:0_Cristal del reloj pulido::1:0
1;A163WA-1QES;6_5_4;29.9999;1;12.21;A163WA-1QES;A163WA-1QES;Casio;4971850437314;0;Reloj Casio Collection Retro digital;reloj_casio_collection;A163WA-1QES;reloj_casio_collection;Reloj Casio Collection Retro digital;https://www.mgvwatch.com/upload/A163WA-1QES.jpg;Iluminación de la pantalla:Una luz incorporada ilumina la esfera del reloj desde un lado.:1:0_Cronómetro - 1/100 seg. - 1 hora:El tiempo transcurrido, los tiempos parciales y el tiempo final se miden con una precisión de centésimas de segundo. El reloj tiene capacidad para cronometrar hasta una hora.:1:0_Alarma diaria::1:0_Calendario automático:Una vez ajustado, el calendario automático muestra siempre la fecha correcta.:1:0_Indicación de hora normal de 12/24 horas:Las horas se visualizan ya sea en el formato de 12 o 24 horas.:1:0_Acryl Glass::1:0_Caja de resina::1:0_Correa de acero inoxidable::1:0_Cierre ajustable::1:0_7 años - 1 pila:La pila proporciona al reloj la energía necesaria durante aprox. 7 años:1:0_Clasificación de resistencia al agua (WR) según ISO 22810:Este modelo es resistente al agua según DIN 8310 o ISO 22810 y soporta pequeñas salpicaduras de agua. Deberá evitarse cualquier mayor contacto con el agua.:1:0_Precisión:radio-controlled segundos por mes:1:0_Tipo de pila:CTL920:1:0_Dimensiones:aprox. 46,8mm x 40,2mm x 10,4mm (A x A x P):1:0_Peso:aprox. 128 g:1:0
1;A164WA-1VES;6_5_4;29.9959;1;12.21;A164WA-1VES;A164WA-1VES;Casio;4971850437321;0;Reloj Casio Collection Retro digital;reloj_casio_collection;A164WA-1VES;reloj_casio_collection;Reloj Casio Collection Retro digital;https://www.mgvwatch.com/upload/A164WA-1VES.jpg;Iluminación de la pantalla:Una luz incorporada ilumina la esfera del reloj desde un lado.:1:0_Cronómetro - 1/100 seg. - 1 hora:El tiempo transcurrido, los tiempos parciales y el tiempo final se miden con una precisión de centésimas de segundo. El reloj tiene capacidad para cronometrar hasta una hora.:1:0_Alarma diaria::1:0_Calendario automático:Una vez ajustado, el calendario automático muestra siempre la fecha correcta.:1:0_Indicación de hora normal de 12/24 horas:Las horas se visualizan ya sea en el formato de 12 o 24 horas.:1:0_Acryl Glass::1:0_Caja de resina::1:0_Correa de acero inoxidable::1:0_Cierre ajustable::1:0_7 años - 1 pila:La pila proporciona al reloj la energía necesaria durante aprox. 7 años:1:0_Clasificación de resistencia al agua (WR) según ISO 22810:Este modelo es resistente al agua según DIN 8310 o ISO 22810 y soporta pequeñas salpicaduras de agua. Deberá evitarse cualquier mayor contacto con el agua.:1:0_Precisión:radio-controlled segundos por mes:1:0_Tipo de pila:CTL920:1:0_Dimensiones:aprox. 46,8mm x 40,2mm x 10,4mm (A x A x P):1:0_Peso:aprox. 128 g:1:0
1;A168WA-1YES;6_5_4;34.9992;1;14.25;A168WA-1YES;A168WA-1YES;Casio;4971850436713;0;Reloj Casio Collection Retro digital;reloj_casio_collection;A168WA-1YES;reloj_casio_collection;Reloj Casio Collection Retro digital;https://www.mgvwatch.com/upload/A168WA-1YES.jpg;Cronómetro - 1/100 seg. - 1 hora:El tiempo transcurrido, los tiempos parciales y el tiempo final se miden con una precisión de centésimas de segundo. El reloj tiene capacidad para cronometrar hasta una hora.:1:0_Alarma diaria::1:0_Calendario automático:Una vez ajustado, el calendario automático muestra siempre la fecha correcta.:1:0_Indicación de hora normal de 12/24 horas:Las horas se visualizan ya sea en el formato de 12 o 24 horas.:1:0_Acryl Glass::1:0_Caja de resina::1:0_Correa de acero inoxidable::1:0_Cierre ajustable::1:0_7 años - 1 pila:La pila proporciona al reloj la energía necesaria durante aprox. 7 años:1:0_Clasificación de resistencia al agua (WR) según ISO 22810:Este modelo es resistente al agua según DIN 8310 o ISO 22810 y soporta pequeñas salpicaduras de agua. Deberá evitarse cualquier mayor contacto con el agua.:1:0_Precisión:radio-controlled segundos por mes:1:0_Tipo de pila:CTL920:1:0_Dimensiones:aprox. 46,8mm x 40,2mm x 10,4mm (A x A x P):1:0_Peso:aprox. 128 g:1:0_Iluminador::1:0
1;A168WEC-1EF;6_5_4;38.9983;1;15.87;A168WEC-1EF;A168WEC-1EF;Casio;4971850071723;0;Reloj Casio Collection Retro digital;reloj_casio_collection;A168WEC-1EF;reloj_casio_collection;Reloj Casio Collection Retro digital;https://www.mgvwatch.com/upload/A168WEC-1EF.jpg;Cronómetro - 1/100 seg. - 1 hora:El tiempo transcurrido, los tiempos parciales y el tiempo final se miden con una precisión de centésimas de segundo. El reloj tiene capacidad para cronometrar hasta una hora.:1:0_Alarma diaria::1:0_Calendario automático:Una vez ajustado, el calendario automático muestra siempre la fecha correcta.:1:0_Indicación de hora normal de 12/24 horas:Las horas se visualizan ya sea en el formato de 12 o 24 horas.:1:0_Acryl Glass::1:0_Caja de resina::1:0_Correa de acero inoxidable::1:0_Cierre ajustable::1:0_7 años - 1 pila:La pila proporciona al reloj la energía necesaria durante aprox. 7 años:1:0_Clasificación de resistencia al agua (WR) según ISO 22810:Este modelo es resistente al agua según DIN 8310 o ISO 22810 y soporta pequeñas salpicaduras de agua. Deberá evitarse cualquier mayor contacto con el agua.:1:0_Precisión:radio-controlled segundos por mes:1:0_Tipo de pila:CTL920:1:0_Dimensiones:aprox. 46,8mm x 40,2mm x 10,4mm (A x A x P):1:0_Peso:aprox. 128 g:1:0_Iluminador::1:0
1;A168WEC-3EF;6_5_4;38.9983;1;15.87;A168WEC-3EF;A168WEC-3EF;Casio;4971850071730;0;Reloj Casio Collection Retro digital;reloj_casio_collection;A168WEC-3EF;reloj_casio_collection;Reloj Casio Collection Retro digital;https://www.mgvwatch.com/upload/A168WEC-3EF.jpg;Cronómetro - 1/100 seg. - 1 hora:El tiempo transcurrido, los tiempos parciales y el tiempo final se miden con una precisión de centésimas de segundo. El reloj tiene capacidad para cronometrar hasta una hora.:1:0_Alarma diaria::1:0_Calendario automático:Una vez ajustado, el calendario automático muestra siempre la fecha correcta.:1:0_Indicación de hora normal de 12/24 horas:Las horas se visualizan ya sea en el formato de 12 o 24 horas.:1:0_Acryl Glass::1:0_Caja de resina::1:0_Correa de acero inoxidable::1:0_Cierre ajustable::1:0_7 años - 1 pila:La pila proporciona al reloj la energía necesaria durante aprox. 7 años:1:0_Clasificación de resistencia al agua (WR) según ISO 22810:Este modelo es resistente al agua según DIN 8310 o ISO 22810 y soporta pequeñas salpicaduras de agua. Deberá evitarse cualquier mayor contacto con el agua.:1:0_Precisión:radio-controlled segundos por mes:1:0_Tipo de pila:CTL920:1:0_Dimensiones:aprox. 46,8mm x 40,2mm x 10,4mm (A x A x P):1:0_Peso:aprox. 128 g:1:0_Iluminador::1:0
